Area,Latitude,Longitude,Bedroom,Bathroom,Price_min,Price_max,List
Onehunga,-36.919904,174.784383,2 ,1 ,250000 ,500000 ,1 
Onehunga,-36.919904,174.784383,3 ,1 ,250000 ,500000 ,0 
Onehunga,-36.919904,174.784383,1 ,2 ,250000 ,500000 ,0 
Onehunga,-36.919904,174.784383,2 ,2 ,250000 ,500000 ,0 
Onehunga,-36.919904,174.784383,3 ,2 ,250000 ,500000 ,0 
Onehunga,-36.919904,174.784383,1 ,3 ,250000 ,500000 ,0 
Onehunga,-36.919904,174.784383,2 ,3 ,250000 ,500000 ,0 
Onehunga,-36.919904,174.784383,3 ,3 ,250000 ,500000 ,0 
Onehunga,-36.919904,174.784383,1 ,1 ,500000 ,750000 ,5 
Onehunga,-36.919904,174.784383,2 ,1 ,500000 ,750000 ,9 
Onehunga,-36.919904,174.784383,3 ,1 ,500000 ,750000 ,3 
Onehunga,-36.919904,174.784383,1 ,2 ,500000 ,750000 ,0 
Onehunga,-36.919904,174.784383,2 ,2 ,500000 ,750000 ,1 
Onehunga,-36.919904,174.784383,3 ,2 ,500000 ,750000 ,0 
Onehunga,-36.919904,174.784383,1 ,3 ,500000 ,750000 ,0 
Onehunga,-36.919904,174.784383,2 ,3 ,500000 ,750000 ,0 
Onehunga,-36.919904,174.784383,3 ,3 ,500000 ,750000 ,0 
Onehunga,-36.919904,174.784383,1 ,1 ,750000 ,1000000 ,0 
Onehunga,-36.919904,174.784383,2 ,1 ,750000 ,1000000 ,3 
Onehunga,-36.919904,174.784383,3 ,1 ,750000 ,1000000 ,5 
Onehunga,-36.919904,174.784383,1 ,2 ,750000 ,1000000 ,0 
Onehunga,-36.919904,174.784383,2 ,2 ,750000 ,1000000 ,1 
Onehunga,-36.919904,174.784383,3 ,2 ,750000 ,1000000 ,3 
Onehunga,-36.919904,174.784383,1 ,3 ,750000 ,1000000 ,0 
Onehunga,-36.919904,174.784383,2 ,3 ,750000 ,1000000 ,0 
Onehunga,-36.919904,174.784383,3 ,3 ,750000 ,1000000 ,0 
Onehunga,-36.919904,174.784383,1 ,1 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,2 ,1 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,3 ,1 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,1 ,2 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,2 ,2 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,3 ,2 ,1000000 ,1250000 ,7 
Onehunga,-36.919904,174.784383,1 ,3 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,2 ,3 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,3 ,3 ,1000000 ,1250000 ,0 
Onehunga,-36.919904,174.784383,1 ,1 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,2 ,1 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,3 ,1 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,1 ,2 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,2 ,2 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,3 ,2 ,1250000 ,1500000 ,4 
Onehunga,-36.919904,174.784383,1 ,3 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,2 ,3 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,3 ,3 ,1250000 ,1500000 ,0 
Onehunga,-36.919904,174.784383,1 ,1 ,1500000 ,1750000 ,0 
Onehunga,-36.919904,174.784383,2 ,1 ,1500000 ,1750000 ,0 
Onehunga,-36.919904,174.784383,3 ,1 ,1500000 ,1750000 ,1 
Onehunga,-36.919904,174.784383,1 ,2 ,1500000 ,1750000 ,0 
Onehunga,-36.919904,174.784383,2 ,2 ,1500000 ,1750000 ,0 
Onehunga,-36.919904,174.784383,3 ,2 ,1500000 ,1750000 ,1 
Onehunga,-36.919904,174.784383,1 ,3 ,1500000 ,1750000 ,0 
Onehunga,-36.919904,174.784383,2 ,3 ,1500000 ,1750000 ,0 
Onehunga,-36.919904,174.784383,3 ,3 ,1500000 ,1750000 ,0 
Onehunga,-36.919904,174.784383,1 ,1 ,1750000 ,2000000 ,0 
Onehunga,-36.919904,174.784383,2 ,1 ,1750000 ,2000000 ,0 
Onehunga,-36.919904,174.784383,3 ,1 ,1750000 ,2000000 ,0 
Onehunga,-36.919904,174.784383,1 ,2 ,1750000 ,2000000 ,0 
Onehunga,-36.919904,174.784383,2 ,2 ,1750000 ,2000000 ,0 
Onehunga,-36.919904,174.784383,3 ,2 ,1750000 ,2000000 ,1 
Onehunga,-36.919904,174.784383,1 ,3 ,1750000 ,2000000 ,0 
Onehunga,-36.919904,174.784383,2 ,3 ,1750000 ,2000000 ,0 
Onehunga,-36.919904,174.784383,3 ,3 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,1 ,1 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,2 ,1 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,3 ,1 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,3 ,2 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,1 ,3 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,100000 ,250000 ,0 
Parnell,-36.854714,174.778953,1 ,1 ,250000 ,500000 ,1 
Parnell,-36.854714,174.778953,2 ,1 ,250000 ,500000 ,1 
Parnell,-36.854714,174.778953,3 ,1 ,250000 ,500000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,250000 ,500000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,250000 ,500000 ,0 
Parnell,-36.854714,174.778953,3 ,2 ,250000 ,500000 ,8 
Parnell,-36.854714,174.778953,1 ,3 ,250000 ,500000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,250000 ,500000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,250000 ,500000 ,0 
Parnell,-36.854714,174.778953,1 ,1 ,500000 ,750000 ,2 
Parnell,-36.854714,174.778953,2 ,1 ,500000 ,750000 ,2 
Parnell,-36.854714,174.778953,3 ,1 ,500000 ,750000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,500000 ,750000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,500000 ,750000 ,0 
Parnell,-36.854714,174.778953,3 ,2 ,500000 ,750000 ,1 
Parnell,-36.854714,174.778953,1 ,3 ,500000 ,750000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,500000 ,750000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,500000 ,750000 ,0 
Parnell,-36.854714,174.778953,1 ,1 ,750000 ,1000000 ,0 
Parnell,-36.854714,174.778953,2 ,1 ,750000 ,1000000 ,4 
Parnell,-36.854714,174.778953,3 ,1 ,750000 ,1000000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,750000 ,1000000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,750000 ,1000000 ,1 
Parnell,-36.854714,174.778953,3 ,2 ,750000 ,1000000 ,0 
Parnell,-36.854714,174.778953,1 ,3 ,750000 ,1000000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,750000 ,1000000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,750000 ,1000000 ,0 
Parnell,-36.854714,174.778953,1 ,1 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,2 ,1 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,3 ,1 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,1000000 ,1250000 ,2 
Parnell,-36.854714,174.778953,3 ,2 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,1 ,3 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,1000000 ,1250000 ,0 
Parnell,-36.854714,174.778953,1 ,1 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,2 ,1 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,3 ,1 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,3 ,2 ,1250000 ,1500000 ,4 
Parnell,-36.854714,174.778953,1 ,3 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,1250000 ,1500000 ,0 
Parnell,-36.854714,174.778953,1 ,1 ,1500000 ,1750000 ,0 
Parnell,-36.854714,174.778953,2 ,1 ,1500000 ,1750000 ,0 
Parnell,-36.854714,174.778953,3 ,1 ,1500000 ,1750000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,1500000 ,1750000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,1500000 ,1750000 ,0 
Parnell,-36.854714,174.778953,3 ,2 ,1500000 ,1750000 ,1 
Parnell,-36.854714,174.778953,1 ,3 ,1500000 ,1750000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,1500000 ,1750000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,1500000 ,1750000 ,1 
Parnell,-36.854714,174.778953,1 ,1 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,2 ,1 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,3 ,1 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,1 ,2 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,2 ,2 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,3 ,2 ,1750000 ,2000000 ,1 
Parnell,-36.854714,174.778953,1 ,3 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,2 ,3 ,1750000 ,2000000 ,0 
Parnell,-36.854714,174.778953,3 ,3 ,1750000 ,2000000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,2 ,1 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,3 ,1 ,100000 ,250000 ,1 
Remuera,-36.880266,174.800277,1 ,2 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,3 ,2 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,1 ,3 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,100000 ,250000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,2 ,1 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,3 ,1 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,1 ,2 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,3 ,2 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,1 ,3 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,250000 ,500000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,2 ,1 ,500000 ,750000 ,1 
Remuera,-36.880266,174.800277,3 ,1 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,1 ,2 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,3 ,2 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,1 ,3 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,500000 ,750000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,750000 ,1000000 ,1 
Remuera,-36.880266,174.800277,2 ,1 ,750000 ,1000000 ,7 
Remuera,-36.880266,174.800277,3 ,1 ,750000 ,1000000 ,2 
Remuera,-36.880266,174.800277,1 ,2 ,750000 ,1000000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,750000 ,1000000 ,2 
Remuera,-36.880266,174.800277,3 ,2 ,750000 ,1000000 ,2 
Remuera,-36.880266,174.800277,1 ,3 ,750000 ,1000000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,750000 ,1000000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,750000 ,1000000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,1000000 ,1250000 ,0 
Remuera,-36.880266,174.800277,2 ,1 ,1000000 ,1250000 ,2 
Remuera,-36.880266,174.800277,3 ,1 ,1000000 ,1250000 ,2 
Remuera,-36.880266,174.800277,1 ,2 ,1000000 ,1250000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,1000000 ,1250000 ,1 
Remuera,-36.880266,174.800277,3 ,2 ,1000000 ,1250000 ,4 
Remuera,-36.880266,174.800277,1 ,3 ,1000000 ,1250000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,1000000 ,1250000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,1000000 ,1250000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,1250000 ,1500000 ,0 
Remuera,-36.880266,174.800277,2 ,1 ,1250000 ,1500000 ,3 
Remuera,-36.880266,174.800277,3 ,1 ,1250000 ,1500000 ,1 
Remuera,-36.880266,174.800277,1 ,2 ,1250000 ,1500000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,1250000 ,1500000 ,1 
Remuera,-36.880266,174.800277,3 ,2 ,1250000 ,1500000 ,5 
Remuera,-36.880266,174.800277,1 ,3 ,1250000 ,1500000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,1250000 ,1500000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,1250000 ,1500000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,1500000 ,1750000 ,0 
Remuera,-36.880266,174.800277,2 ,1 ,1500000 ,1750000 ,0 
Remuera,-36.880266,174.800277,3 ,1 ,1500000 ,1750000 ,2 
Remuera,-36.880266,174.800277,1 ,2 ,1500000 ,1750000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,1500000 ,1750000 ,2 
Remuera,-36.880266,174.800277,3 ,2 ,1500000 ,1750000 ,4 
Remuera,-36.880266,174.800277,1 ,3 ,1500000 ,1750000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,1500000 ,1750000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,1500000 ,1750000 ,0 
Remuera,-36.880266,174.800277,1 ,1 ,1750000 ,2000000 ,0 
Remuera,-36.880266,174.800277,2 ,1 ,1750000 ,2000000 ,0 
Remuera,-36.880266,174.800277,3 ,1 ,1750000 ,2000000 ,2 
Remuera,-36.880266,174.800277,1 ,2 ,1750000 ,2000000 ,0 
Remuera,-36.880266,174.800277,2 ,2 ,1750000 ,2000000 ,2 
Remuera,-36.880266,174.800277,3 ,2 ,1750000 ,2000000 ,2 
Remuera,-36.880266,174.800277,1 ,3 ,1750000 ,2000000 ,0 
Remuera,-36.880266,174.800277,2 ,3 ,1750000 ,2000000 ,0 
Remuera,-36.880266,174.800277,3 ,3 ,1750000 ,2000000 ,2 
Saint Heliers,-36.857916,174.852333,1 ,1 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,1 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,2 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,2 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,100000 ,250000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,1 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,1 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,2 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,2 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,250000 ,500000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,1 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,1 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,2 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,2 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,500000 ,750000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,1 ,750000 ,1000000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,750000 ,1000000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,1 ,750000 ,1000000 ,1 
Saint Heliers,-36.857916,174.852333,1 ,2 ,750000 ,1000000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,750000 ,1000000 ,1 
Saint Heliers,-36.857916,174.852333,3 ,2 ,750000 ,1000000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,750000 ,1000000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,750000 ,1000000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,750000 ,1000000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,1 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,1000000 ,1250000 ,1 
Saint Heliers,-36.857916,174.852333,3 ,1 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,2 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,2 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,1000000 ,1250000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,1 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,1 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,2 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,2 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,1250000 ,1500000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,1 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,1500000 ,1750000 ,1 
Saint Heliers,-36.857916,174.852333,3 ,1 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,2 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,2 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,1500000 ,1750000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,1 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,1 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,1 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,2 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,2 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,2 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,1 ,3 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,2 ,3 ,1750000 ,2000000 ,0 
Saint Heliers,-36.857916,174.852333,3 ,3 ,1750000 ,2000000 ,1 
